FUEL_TYPE,CUSTOM_NODE,START_YEAR,END_YEAR,CAPACITY
COA,IDNMA,2009,2039,15
COA,IDNKI,2009,2039,10
OCG,IDNST,2015,2045,22.6
OCG,IDNST,2015,2045,22.6
OCG,IDNST,2015,2045,22.6
COA,IDNSU,2015,2045,220
COA,IDNSU,2014,2044,220
COA,IDNSU,2019,2049,200
COA,IDNSU,2019,2049,200
COA,IDNRI,2014,2044,7
COA,IDNRI,2013,2043,7
COA,IDNJB,2009,2039,6
CCG,IDNSS,2006,2036,40
CCG,IDNSS,2006,2036,40
OCG,IDNKI,2003,2033,20
COA,IDNBB,2014,2044,30
COA,IDNBB,2014,2044,30
OCG,IDNJB,2010,2040,1
OCG,IDNJB,2010,2040,1
OCG,IDNJB,2011,2041,1
OCG,IDNJB,2011,2041,1
OCG,IDNJB,2011,2041,1
OCG,IDNJB,2011,2041,1
OCG,IDNJB,2011,2041,1
OCG,IDNJB,2011,2041,1
COA,IDNNT,2011,2041,7.5
COA,IDNNT,2011,2041,7.5
COA,IDNKS,2013,2043,65
COA,IDNKS,2013,2043,65
COA,IDNKS,2013,2043,65
COA,IDNKS,2013,2043,65
COA,IDNKS,2013,2043,65
COA,IDNKS,2013,2043,65
COA,IDNSN,2013,2043,50
COA,IDNSN,2013,2043,50
COA,IDNSN,2009,2039,100
COA,IDNSG,2011,2041,10
COA,IDNSG,2011,2041,10
COA,IDNMU,2017,2047,7
COA,IDNMU,2017,2047,7
COA,IDNRI,2016,2046,110
COA,IDNRI,2017,2047,110
OIL,IDNSN,2002,2032,4.63
OCG,IDNJB,2002,2032,19.11
OIL,IDNSU,2013,2043,0.227
COA,IDNSS,2016,2046,150
COA,IDNSS,2016,2046,150
COA,IDNKB,2009,2039,27.5
COA,IDNKB,2009,2039,27.5
OCG,IDNRI,2004,2034,2.8
OCG,IDNRI,2004,2034,6
OCG,IDNRI,2011,2041,4.4
OCG,IDNNB,2018,2048,50
OCG,IDNJB,2002,2032,880
OCG,IDNJB,2002,2032,880
OIL,IDNBT,1981,2011,1.86
OIL,IDNBT,1977,2007,2.1
OIL,IDNBT,1977,2007,2.1
OIL,IDNBT,1977,2007,2.1
COA,IDNJB,2007,2037,50
OCG,IDNJK,2012,2042,0.3
OCG,IDNKI,2013,2043,41
OCG,IDNKI,2013,2043,41
OCG,IDNKI,2002,2032,35
COA,IDNKI,2005,2035,7
COA,IDNKI,2005,2035,7
OCG,IDNSS,2011,2041,23
OCG,IDNSS,2011,2041,37
OCG,IDNBT,2012,2042,3.354
OCG,IDNBT,2012,2042,3.354
OCG,IDNBT,2012,2042,3.354
OCG,IDNBT,2012,2042,3.354
OCG,IDNSS,2011,2041,30
OCG,IDNSS,2013,2043,32.5
OCG,IDNSS,2013,2043,32.5
OCG,IDNPB,2011,2041,10.8
OCG,IDNJA,2011,2041,12
OCG,IDNJA,2011,2041,100
OIL,IDNKS,2010,2040,40
OIL,IDNJA,1997,2027,15
COA,IDNRI,2010,2040,15
OIL,IDNLA,1982,2012,12.6
OIL,IDNSB,1976,2006,2.65
OIL,IDNSB,1976,2006,3.6
OIL,IDNSB,1985,2015,2.533
OIL,IDNMA,2011,2041,25
OIL,IDNRI,2012,2042,21
OCG,IDNSU,1968,1998,12.8
OCG,IDNSU,1976,2006,20.1
OIL,IDNSU,1993,2023,7.6
OCG,IDNSU,1974,2004,20.1
OCG,IDNSU,1983,2013,21.35
OCG,IDNSU,1975,2005,19.85
OCG,IDNSU,1967,1997,12.8
OCG,IDNSU,1976,2006,14.466
OCG,IDNSU,1976,2006,14.466
OCG,IDNSU,1977,2007,20.1
OCG,IDNSU,1977,2007,20.1
OCG,IDNSU,1983,2013,21.35
OIL,IDNKS,1987,2017,13.24
OIL,IDNKS,1998,2028,13.24
OIL,IDNKS,1985,2015,17.6
OIL,IDNKS,1985,2015,49.6
OIL,IDNKI,1987,2017,6.62
OIL,IDNKI,1989,2019,6.62
OIL,IDNKI,1989,2019,6.62
OIL,IDNKI,1989,2019,7.92
OIL,IDNKI,1991,2021,7.92
OIL,IDNKI,1990,2020,6.62
OIL,IDNKI,1991,2021,6.62
OIL,IDNKI,1991,2021,6.62
OIL,IDNAC,1984,2014,6.3
OIL,IDNAC,1984,2014,6.3
OIL,IDNKB,1991,2021,15.2
OIL,IDNKB,1993,2023,15.2
OIL,IDNKI,1993,2023,7.6
OIL,IDNKI,1993,2023,7.6
OIL,IDNNB,2000,2030,13.24
CCG,IDNSS,2010,2040,57
CCG,IDNSS,2010,2040,57
OCG,IDNSS,2010,2040,3
OCG,IDNSS,2010,2040,3
OCG,IDNSS,2008,2038,12
OCG,IDNJB,2011,2041,7.2
COA,IDNKS,2019,2049,100
COA,IDNKS,2019,2049,100
COA,IDNRI,2010,2040,15
BIO,IDNRI,2010,2055,10
COA,IDNSA,2009,2039,12
OCG,IDNJA,2013,2043,10
OCG,IDNJA,2013,2043,10
OCG,IDNJA,2013,2043,10
OCG,IDNJA,2013,2043,10
OCG,IDNJA,2013,2043,10
OCG,IDNJA,2013,2043,10
OCG,IDNJA,2013,2043,10
OCG,IDNJA,2013,2043,10
OCG,IDNJA,2013,2043,10
OCG,IDNJA,2013,2043,10
OCG,IDNJA,2013,2043,10
OIL,IDNBT,1995,2025,5.8
OIL,IDNBT,1995,2025,5.8
COA,IDNSA,2012,2042,30
COA,IDNSA,2012,2042,30
OIL,IDNRI,2001,2031,0.02
BIO,IDNSU,2012,2057,15
BIO,IDNSU,2012,2057,15
COA,IDNBA,2015,2045,127
COA,IDNBA,2015,2045,127
COA,IDNBA,2015,2045,127
COA,IDNBT,2017,2047,660
COA,IDNSA,2021,2051,50
COA,IDNSA,2021,2051,50
OIL,IDNAC,1985,2015,10
COA,IDNRI,2012,2042,15
COA,IDNRI,2012,2042,15
COA,IDNKI,2017,2047,18
COA,IDNKI,2017,2047,18
COA,IDNKI,2017,2047,18
OIL,IDNKI,1981,2011,0.36
COA,IDNLA,2014,2044,7
COA,IDNLA,2014,2044,7
COA,IDNKB,2015,2045,10
COA,IDNKB,2015,2045,10
OIL,IDNSN,2012,2042,3.5
OIL,IDNSN,2012,2042,3.5
OIL,IDNSN,2012,2042,3.5
OIL,IDNSN,2012,2042,2.9
COA,IDNGO,2013,2043,12.5
COA,IDNGO,2013,2043,12.5
COA,IDNSS,2015,2045,135
COA,IDNSS,2015,2045,135
CCG,IDNSS,2004,2034,113.9
OIL,IDNPA,1985,2015,7.8
OIL,IDNPA,1985,2015,6.2
OIL,IDNPA,1985,2015,2.35
OIL,IDNPA,1985,2015,0.64
OIL,IDNPA,1985,2015,1
OIL,IDNPA,1985,2015,1
OIL,IDNPA,1985,2015,0.8
OIL,IDNPA,1985,2015,0.8
OIL,IDNPA,1985,2015,0.8
OIL,IDNPA,1985,2015,0.8
OIL,IDNPA,1985,2015,2.544
OIL,IDNPA,1985,2015,2.2
OIL,IDNPA,1985,2015,2.544
OCG,IDNKI,2010,2040,18.5
OCG,IDNKI,2010,2040,18.5
OCG,IDNJA,2006,2036,2.7
OCG,IDNJA,2006,2036,2.7
OCG,IDNJA,2006,2036,2.3
OIL,IDNMA,2004,2034,9.4
OIL,IDNMA,2005,2035,5
OIL,IDNSG,1985,2015,4.7
OIL,IDNMU,1985,2015,4.7
OIL,IDNKT,1985,2015,2.7
OIL,IDNKT,1985,2015,0.57
OIL,IDNKT,1985,2015,0.04
OIL,IDNKT,1985,2015,0.202
OIL,IDNKT,1985,2015,0.075
OIL,IDNKT,1985,2015,0.04
OIL,IDNKT,1985,2015,0.22
OIL,IDNKT,1985,2015,0.08
OIL,IDNKT,1985,2015,0.995
OIL,IDNKT,1985,2015,0.19
OIL,IDNKT,1985,2015,0.07
OIL,IDNKT,1985,2015,0.68
OIL,IDNKT,1985,2015,0.07
OIL,IDNKT,1985,2015,0.04
OIL,IDNKT,1985,2015,1.765
OIL,IDNKT,1985,2015,0.12
OIL,IDNKT,1985,2015,0.064
OIL,IDNKT,1985,2015,0.13
OIL,IDNKT,1985,2015,0.08
OIL,IDNKT,1985,2015,0.112
OIL,IDNKT,1985,2015,0.615
OIL,IDNKT,1985,2015,0.16
OIL,IDNKT,1985,2015,0.085
OIL,IDNKT,1985,2015,0.08
OIL,IDNKT,1985,2015,0.185
OIL,IDNKT,1985,2015,0.07
OIL,IDNKT,1985,2015,0.085
OIL,IDNKT,1985,2015,0.404
OIL,IDNKT,1985,2015,0.39
OIL,IDNKT,1985,2015,0.334
OIL,IDNKT,1985,2015,0.24
OIL,IDNKT,1985,2015,0.16
OIL,IDNKT,1985,2015,0.135
OIL,IDNKT,1985,2015,0.07
OIL,IDNKT,1985,2015,0.08
OIL,IDNKT,1985,2015,6.9
OIL,IDNBB,1985,2015,4.7
OIL,IDNBB,1985,2015,4.7
OIL,IDNBB,1985,2015,4.7
OIL,IDNJI,2005,2035,4.04
OIL,IDNJI,2005,2035,4.04
OIL,IDNJI,2005,2035,4.04
OIL,IDNJI,2005,2035,4.04
OIL,IDNMU,1985,2015,3
BIO,IDNBB,2008,2053,6
BIO,IDNBB,2009,2054,8.4
BIO,IDNBB,1998,2043,20
OIL,IDNKB,2008,2038,35.79
OIL,IDNSU,2008,2038,107.3
OIL,IDNJB,1991,2021,6
OIL,IDNLA,1988,2018,6.6
OIL,IDNSN,1988,2018,4.4
OIL,IDNKS,1990,2020,2.8
OIL,IDNKS,1990,2020,2.8
OIL,IDNRI,1993,2023,7.5
OIL,IDNRI,1994,2024,2.1
OIL,IDNRI,1994,2024,2.1
OIL,IDNRI,1994,2024,2.1
OIL,IDNRI,1994,2024,2.1
OIL,IDNRI,1998,2028,6
OIL,IDNBT,1995,2025,12
OIL,IDNJK,1993,2023,2.5
OIL,IDNJK,1993,2023,2.5
OIL,IDNJK,1993,2023,2.5
OCG,IDNRI,2004,2034,7
OCG,IDNRI,2004,2034,15
COA,IDNKI,2018,2048,27.5
COA,IDNKI,2018,2048,27.5
COA,IDNKI,2013,2043,7
COA,IDNKI,2013,2043,7
COA,IDNGO,2009,2039,25
COA,IDNGO,2009,2039,25
OCG,IDNAC,2015,2045,9.7
OCG,IDNAC,2015,2045,9.7
OCG,IDNAC,2015,2045,9.7
OCG,IDNAC,2015,2045,9.7
OCG,IDNAC,2015,2045,9.7
OCG,IDNAC,2015,2045,9.7
OCG,IDNAC,2015,2045,9.7
OCG,IDNAC,2015,2045,9.7
OCG,IDNAC,2015,2045,9.7
OCG,IDNAC,2015,2045,9.7
OCG,IDNAC,2015,2045,9.7
OCG,IDNAC,2015,2045,9.7
OCG,IDNAC,2015,2045,9.7
OCG,IDNAC,2015,2045,9.7
OCG,IDNAC,2015,2045,9.7
OCG,IDNAC,2015,2045,9.7
OCG,IDNAC,2015,2045,9.7
OCG,IDNAC,2015,2045,9.7
COA,IDNKI,2011,2041,8
OCG,IDNSS,2006,2036,4.7
OCG,IDNSS,2006,2036,4.7
OCG,IDNSS,2006,2036,4.7
OCG,IDNSS,2013,2043,7
OCG,IDNSS,2013,2043,7
OCG,IDNSS,2008,2038,12
OIL,IDNSA,1985,2015,3.3
OIL,IDNSA,1985,2015,0.45
OIL,IDNSA,1985,2015,0.45
OIL,IDNJB,1985,2015,9.6
OIL,IDNJK,1985,2015,5.2
OIL,IDNJB,1985,2015,1.12
OIL,IDNJB,1985,2015,0.64
OIL,IDNJK,1985,2015,0.64
OIL,IDNJK,1985,2015,0.225
OIL,IDNJK,1985,2015,0.225
OIL,IDNJK,1985,2015,0.28
OIL,IDNBT,1985,2015,0.775
OIL,IDNJI,1985,2015,0.63
OCG,IDNJI,2006,2036,22
OCG,IDNJI,2006,2036,22
OCG,IDNJI,2006,2036,22
OCG,IDNBT,2014,2044,100
OCG,IDNBT,2014,2044,100
OCG,IDNPB,2013,2043,4
OCG,IDNRI,2014,2044,40
OCG,IDNRI,2014,2044,40
OIL,IDNSU,2014,2044,80
OCG,IDNJB,2012,2042,1.5
OCG,IDNJB,2012,2042,1.5
OCG,IDNKU,2017,2047,6
OCG,IDNKU,2019,2049,8.2
OIL,IDNPB,2010,2040,0.634
OIL,IDNPB,2010,2040,0.634
OIL,IDNPB,2010,2040,0.634
OIL,IDNPB,2010,2040,0.634
OIL,IDNPB,2010,2040,0.634
OIL,IDNPB,2010,2040,0.634
OIL,IDNAC,2011,2041,0.634
OIL,IDNAC,2011,2041,0.634
OIL,IDNAC,2011,2041,0.634
OIL,IDNAC,2011,2041,0.634
OIL,IDNAC,2011,2041,0.634
OIL,IDNAC,2011,2041,0.634
OIL,IDNAC,2011,2041,0.634
OCG,IDNKT,2017,2047,155
OCG,IDNKT,2020,2050,140
OCG,IDNRI,2013,2043,16.5
OCG,IDNPB,2013,2043,25
OCG,IDNPB,2011,2041,10.8
OCG,IDNPB,2012,2042,2.74
OCG,IDNKI,2012,2042,3.18
OCG,IDNKI,2013,2043,4
OCG,IDNRI,2014,2044,6.6
OCG,IDNBA,2010,2040,125
OCG,IDNBA,2014,2044,45
COA,IDNKB,2013,2043,7
COA,IDNKB,2013,2043,7
PET,IDNKI,2013,2043,50
PET,IDNKI,2013,2043,50
COA,IDNKU,2009,2039,7
COA,IDNKU,2009,2039,7
OCG,IDNKU,2019,2049,15
COA,IDNBT,2019,2049,991
COA,IDNBT,2020,2050,991
OIL,IDNJT,1985,2015,8
OIL,IDNJB,1982,2012,0.96
BIO,IDNSS,2016,2061,125
BIO,IDNSS,2016,2061,125
COA,IDNKB,2016,2046,25
COA,IDNKB,2016,2046,25
COA,IDNKB,2016,2046,30
BIO,IDNKT,2013,2058,7.3
OIL,IDNBB,2010,2040,3.2
OIL,IDNBB,2010,2040,0.8
OIL,IDNBB,2011,2041,0.8
OIL,IDNBB,2010,2040,0.8
OIL,IDNBB,2010,2040,0.8
OIL,IDNBB,2010,2040,0.8
OIL,IDNBB,2011,2041,0.8
OIL,IDNBB,2011,2041,0.8
OIL,IDNBB,2011,2041,0.8
OIL,IDNRI,2011,2041,3.2
OIL,IDNRI,2011,2041,8
OCG,IDNJI,2020,2050,500
COA,IDNKS,1994,2024,6
COA,IDNKS,1996,2026,6
COA,IDNKS,2001,2031,6
BIO,IDNPB,1995,2040,3
BIO,IDNRI,1996,2041,3
BIO,IDNJT,2004,2049,7.5
BIO,IDNJT,2004,2049,7.5
COA,IDNBT,2005,2035,6
COA,IDNSU,2006,2036,7
COA,IDNSU,2006,2036,7
COA,IDNKI,2006,2036,7.5
COA,IDNKI,2006,2036,7.5
COA,IDNSU,2009,2039,7
COA,IDNSU,2009,2039,7
COA,IDNJI,2010,2040,7.5
COA,IDNJI,2010,2040,7.5
COA,IDNJB,2010,2040,15
COA,IDNJB,2010,2040,15
COA,IDNSG,2015,2045,7
COA,IDNSG,2015,2045,7
COA,IDNSG,2019,2049,50
COA,IDNSG,2019,2049,50
OCG,IDNSU,2015,2045,2
OCG,IDNSU,2015,2045,2
OCG,IDNSU,2015,2045,2
OCG,IDNRI,2015,2045,0.2
COA,IDNNB,2009,2039,50
COA,IDNNB,2009,2039,50
OIL,IDNNT,2015,2045,0.5
OIL,IDNNT,2015,2045,1
OIL,IDNNT,2015,2045,1
OIL,IDNNT,2015,2045,1
OIL,IDNNT,2015,2045,1
OIL,IDNNT,2015,2045,1
OCG,IDNSA,2016,2046,125
OCG,IDNSG,2018,2048,30
OCG,IDNSG,2018,2048,5
OIL,IDNSU,2018,2048,125
COA,IDNRI,2017,2047,16
COA,IDNRI,2017,2047,16
COA,IDNBT,2017,2047,40
COA,IDNJB,2006,2036,30
COA,IDNJB,2006,2036,30
COA,IDNSU,2017,2047,30
OCG,IDNRI,2011,2041,1.904
OIL,IDNSU,1985,2015,4.48
OIL,IDNSU,1985,2015,1.6
BIO,IDNSU,2005,2050,2.4
OIL,IDNSU,1985,2015,2.24
OIL,IDNSU,1985,2015,0.4
OCG,IDNSS,2012,2042,2.126
OCG,IDNRI,2012,2042,2.856
OIL,IDNRI,1985,2015,0.8
BIO,IDNRI,1998,2043,1.2
BIO,IDNRI,1998,2043,1.2
BIO,IDNRI,1998,2043,1.4
OCG,IDNSB,2012,2042,0.952
BIO,IDNSB,1998,2043,1.2
BIO,IDNSB,1998,2043,1.12
OIL,IDNKB,2017,2047,25
OIL,IDNKB,2017,2047,25
OIL,IDNKB,2017,2047,25
OIL,IDNKB,2017,2047,25
OIL,IDNGO,1999,2029,11.2
OCG,IDNNB,2016,2046,25
OCG,IDNNB,2016,2046,25
OCG,IDNJI,2018,2048,25.2
COA,IDNKT,2009,2039,100
COA,IDNKT,2009,2039,100
COA,IDNKT,2009,2039,100
COA,IDNKT,2009,2039,100
COA,IDNKT,2009,2039,100
COA,IDNKT,2009,2039,100
COA,IDNBE,2019,2049,100
COA,IDNBE,2019,2049,100
COA,IDNKB,2018,2048,55
COA,IDNKB,2019,2049,55
OCG,IDNSU,2019,2049,35
OCG,IDNJA,2016,2046,50
OCG,IDNRI,2014,2044,50
OCG,IDNSS,2014,2044,50
OIL,IDNSU,1985,2015,40
OIL,IDNAC,1985,2015,10
OIL,IDNLA,1985,2015,50
OIL,IDNRI,2011,2041,40
OIL,IDNKB,2014,2044,30
OIL,IDNAC,2015,2045,6
OIL,IDNAC,1985,2015,2
OIL,IDNAC,1985,2015,4
OIL,IDNAC,1985,2015,10
OIL,IDNNB,1985,2015,10
OIL,IDNNB,1985,2015,1
OIL,IDNNB,1985,2015,4
OIL,IDNNB,1985,2015,1
OIL,IDNPA,2020,2050,10
OIL,IDNSN,1985,2015,5
OIL,IDNSN,1985,2015,5
OIL,IDNSN,1985,2015,10
OIL,IDNSN,1985,2015,30
OIL,IDNSN,1985,2015,20
OIL,IDNSN,1985,2015,10
OIL,IDNSN,1985,2015,20
OIL,IDNSN,1985,2015,10
OIL,IDNSN,1985,2015,20
OIL,IDNSN,1985,2015,20
OIL,IDNSN,1985,2015,30
OIL,IDNSG,1985,2015,3
OIL,IDNSG,1985,2015,10
OIL,IDNSG,1985,2015,10
OIL,IDNMU,1985,2015,5
OIL,IDNPB,1985,2015,10
OIL,IDNPA,1985,2015,20
OCG,IDNNB,2019,2049,68.3
OCG,IDNNB,2020,2050,58.6
COA,IDNNT,2009,2039,3.5
COA,IDNNT,2009,2039,3.5
COA,IDNNB,2009,2039,7
COA,IDNNB,2009,2039,7
COA,IDNKU,2009,2039,3.5
COA,IDNKU,2009,2039,3.5
COA,IDNPA,2009,2039,7
COA,IDNPA,2009,2039,7
CCG,IDNRI,2002,2032,37
OIL,IDNSS,2016,2046,25
OIL,IDNSS,2016,2046,25
OIL,IDNSS,2016,2046,25
OIL,IDNSS,2016,2046,25
OIL,IDNSU,2016,2046,25
OIL,IDNRI,2016,2046,25
OIL,IDNRI,2016,2046,25
OIL,IDNRI,2016,2046,25
OIL,IDNBB,2016,2046,25
OIL,IDNSU,2016,2046,25
OIL,IDNSU,2016,2046,25
OIL,IDNSU,2016,2046,25
OCG,IDNBB,2016,2046,25
OCG,IDNBB,2016,2046,25
OCG,IDNKB,2017,2047,25
OCG,IDNKB,2017,2047,25
OCG,IDNKB,2017,2047,25
OCG,IDNKB,2016,2046,25
OCG,IDNPA,2017,2047,28.75
OIL,IDNNT,2018,2048,28.75
CCG,IDNRI,2022,2052,275
CCG,IDNRI,2022,2052,88
OIL,IDNSU,2017,2047,32
OIL,IDNRI,2016,2046,6
OIL,IDNRI,2014,2044,9
OIL,IDNRI,2016,2046,3.2
OIL,IDNBB,2014,2044,13
COA,IDNSA,2022,2052,50
COA,IDNSA,2022,2052,50
COA,IDNKT,2020,2050,100
COA,IDNKT,2020,2050,100
OIL,IDNNT,2019,2049,50
COA,IDNBT,2009,2039,1000
COA,IDNBT,2009,2039,1000
OCG,IDNMA,2020,2050,30
COA,IDNAC,2009,2039,200
COA,IDNAC,2009,2039,200
COA,IDNAC,2009,2039,200
COA,IDNAC,2009,2039,200
OCG,IDNNT,2019,2049,8.2
COA,IDNPB,2016,2046,20
COA,IDNPB,2016,2046,20
COA,IDNMU,2016,2046,38
COA,IDNMU,2016,2046,38
COA,IDNMU,2016,2046,38
OIL,IDNRI,1991,2021,5
OIL,IDNRI,1999,2029,5
OIL,IDNRI,2018,2048,17
BIO,IDNKB,2018,2063,10
OIL,IDNSU,1985,2015,0.8
OIL,IDNSU,1985,2015,0.2
BIO,IDNSU,1998,2043,0.8
BIO,IDNSU,1998,2043,0.8
OIL,IDNNT,2017,2047,0.205
OCG,IDNST,2002,2032,40
BIO,IDNJI,2016,2061,7
OCG,IDNSS,2018,2048,24
OCG,IDNLA,2018,2048,30
OCG,IDNJA,2016,2046,1
OCG,IDNSU,2014,2044,1
OCG,IDNRI,2015,2045,1
OCG,IDNSU,2016,2046,1
BIO,IDNBB,2017,2062,5
OIL,IDNJT,2016,2046,4.4
OCG,IDNJI,2017,2047,1.6
OIL,IDNPA,2020,2050,15
OCG,IDNPA,2019,2049,20
OCG,IDNMA,2020,2050,20
OCG,IDNMA,2020,2050,20
OIL,IDNJK,2019,2049,100
OCG,IDNJI,2019,2049,3.5
CCG,IDNRI,2019,2049,40
CCG,IDNRI,2019,2049,40
OIL,IDNSU,1986,2016,1.12
OIL,IDNSU,1987,2017,2.44
OIL,IDNSU,1978,2008,1.06
OIL,IDNSU,1973,2003,0.68
OIL,IDNSU,1978,2008,0.25
OIL,IDNSU,1980,2010,1.06
OIL,IDNSU,1976,2006,0.75
OIL,IDNSU,1978,2008,0.75
OIL,IDNPA,2020,2050,10
OCG,IDNPA,2019,2049,40
OCG,IDNSU,2002,2032,800
OCG,IDNSU,2002,2032,800
OIL,IDNJK,2020,2050,5.7
OCG,IDNJK,2020,2050,2.4
OCG,IDNJA,2009,2039,1.218
OCG,IDNRI,2014,2044,3.075
OCG,IDNJI,2013,2043,2.05
BIO,IDNKI,1998,2043,0.2
OCG,IDNKI,2017,2047,1
OIL,IDNSB,1985,2015,2.37
BIO,IDNSB,2018,2063,0.03
BIO,IDNSB,2018,2063,0.15
BIO,IDNSB,2018,2063,0.25
OCG,IDNLA,2020,2050,3
OIL,IDNMA,1985,2015,60
WON,IDNAC,2020,2050,10
WON,IDNYO,2020,2050,50
WON,IDNSN,1970,2000,75
WON,IDNSN,2020,2050,75
WON,IDNJB,1970,2000,150
WON,IDNJB,2020,2050,10
WON,IDNJB,2020,2050,20
WON,IDNKS,1970,2000,70
WON,IDNKS,2020,2050,20
WON,IDNKS,2020,2050,60
WON,IDNSN,1970,2000,72
WON,IDNSN,2020,2050,72
GEO,IDNJB,1994,2024,55
GEO,IDNJB,2000,2030,90
GEO,IDNJB,2009,2039,121
GEO,IDNJT,1998,2028,60
GEO,IDNJB,1994,2024,55
GEO,IDNJB,1994,2024,55
GEO,IDNJB,1994,2024,55
GEO,IDNJB,1997,2027,55
GEO,IDNJB,1997,2027,55
GEO,IDNJB,1997,2027,55
GEO,IDNJB,1983,2013,30
GEO,IDNJB,1987,2017,55
GEO,IDNJB,1987,2017,55
GEO,IDNJB,2008,2038,60
GEO,IDNJB,2015,2045,35
GEO,IDNJB,2018,2048,30
GEO,IDNSS,2019,2049,55
GEO,IDNSB,2019,2049,85
GEO,IDNJB,2014,2044,55
GEO,IDNSS,2021,2051,91
GEO,IDNSU,2017,2047,110
GEO,IDNSU,2017,2047,110
GEO,IDNSU,2018,2048,110
GEO,IDNSU,2019,2049,45
GEO,IDNSU,2021,2051,45
GEO,IDNLA,2012,2042,55
GEO,IDNLA,2012,2042,55
GEO,IDNLA,2016,2046,55
GEO,IDNLA,2017,2047,55
GEO,IDNJB,2000,2030,110
GEO,IDNJB,2009,2039,117
HYD,IDNBE,2000,2080,226
HYD,IDNJT,2000,2080,181
HYD,IDNST,2000,2080,260
HYD,IDNJI,2000,2080,159
HYD,IDNJA,2000,2080,180
HYD,IDNLA,2000,2080,118
HYD,IDNSA,2000,2080,50
HYD,IDNSU,2000,2080,1134
HYD,IDNRI,2000,2080,114
HYD,IDNKS,2000,2080,30
HYD,IDNSN,2000,2080,658
HYD,IDNJB,2000,2080,1895
HYD,IDNSB,2000,2080,253
